8.463960886001586914e-01 4.781689643859863281e-01 9.785658717155456543e-01 6.672141700983047485e-02 1.064630532264709473e+01
9.607465267181396484e-01 1.327617317438125610e-01 9.847757816314697266e-01 4.612301662564277649e-02 2.092115402221679688e+00
9.650946259498596191e-01 1.166428774595260620e-01 9.872798323631286621e-01 3.958279266953468323e-02 2.899153947830200195e+00
9.687252044677734375e-01 1.051787286996841431e-01 9.842748641967773438e-01 4.952662065625190735e-02 2.420300722122192383e+00
9.698686003684997559e-01 1.002197787165641785e-01 9.865785837173461914e-01 4.543333128094673157e-02 4.581175565719604492e+00
9.707866907119750977e-01 9.764942526817321777e-02 9.882813096046447754e-01 4.149133712053298950e-02 3.231987714767456055e+00
9.713041186332702637e-01 9.603659808635711670e-02 9.877806305885314941e-01 4.156908020377159119e-02 5.465858697891235352e+00
9.722889661788940430e-01 9.295513480901718140e-02 9.872798323631286621e-01 4.300425574183464050e-02 2.092181444168090820e+00
9.723639488220214844e-01 9.152481704950332642e-02 9.869793057441711426e-01 4.558952897787094116e-02 2.432204723358154297e+00
9.703024625778198242e-01 9.910842031240463257e-02 9.868791699409484863e-01 4.736903682351112366e-02 5.363728761672973633e+00
9.673480987548828125e-01 1.102424040436744690e-01 9.885817766189575195e-01 4.033834859728813171e-02 2.777917623519897461e+00
9.730231761932373047e-01 8.918870240449905396e-02 9.871795773506164551e-01 4.446860775351524353e-02 2.471970796585083008e+00
9.729897379875183105e-01 8.904329687356948853e-02 9.875801801681518555e-01 4.623157158493995667e-02 4.753329038619995117e+00
9.746590852737426758e-01 8.540697395801544189e-02 9.868791103363037109e-01 4.312540590763092041e-02 2.858401060104370117e+00
9.724974632263183594e-01 9.224877506494522095e-02 9.870795011520385742e-01 4.398690164089202881e-02 2.442619562149047852e+00
9.734573364257812500e-01 8.924220502376556396e-02 9.863783121109008789e-01 4.696398973464965820e-02 5.359946727752685547e+00
