9.060669541358947754e-01 3.061412572860717773e-01 9.791667461395263672e-01 6.446575373411178589e-02 6.129660606384277344e+00
9.632415175437927246e-01 1.236541047692298889e-01 9.834735989570617676e-01 5.120328813791275024e-02 1.494995594024658203e+00
9.699018001556396484e-01 1.005261689424514771e-01 9.871795177459716797e-01 4.214881733059883118e-02 1.483225107192993164e+00
9.720551371574401855e-01 9.233308583498001099e-02 9.870793819427490234e-01 4.585562646389007568e-02 1.484128952026367188e+00
9.750760793685913086e-01 8.196278661489486694e-02 9.850761294364929199e-01 4.717729240655899048e-02 1.483987569808959961e+00
9.764950275421142578e-01 7.888448983430862427e-02 9.858773946762084961e-01 4.676165059208869934e-02 1.483672857284545898e+00
9.764114618301391602e-01 7.801467925310134888e-02 9.869791865348815918e-01 4.099616035819053650e-02 1.482997179031372070e+00
9.770960211753845215e-01 7.398038357496261597e-02 9.883815050125122070e-01 3.985299915075302124e-02 1.481112241744995117e+00
9.792490601539611816e-01 6.699308753013610840e-02 9.878807067871093750e-01 4.086525738239288330e-02 1.485404491424560547e+00
9.795162081718444824e-01 6.901831924915313721e-02 9.882813096046447754e-01 4.069947078824043274e-02 1.485010862350463867e+00
9.794327616691589355e-01 6.732961535453796387e-02 9.878806471824645996e-01 4.078647494316101074e-02 1.480424165725708008e+00
9.794326424598693848e-01 6.818664819002151489e-02 9.892829060554504395e-01 3.721449896693229675e-02 1.486821413040161133e+00
9.802175164222717285e-01 6.415447592735290527e-02 9.893831014633178711e-01 3.973757103085517883e-02 1.485127210617065430e+00
9.814690947532653809e-01 6.261458992958068848e-02 9.885819554328918457e-01 3.962833434343338013e-02 1.482165575027465820e+00
9.798166155815124512e-01 6.567261368036270142e-02 9.888822436332702637e-01 4.132089391350746155e-02 1.485218524932861328e+00
9.804009199142456055e-01 6.233036518096923828e-02 9.873799681663513184e-01 4.042141512036323547e-02 1.656518697738647461e+00
