1.119739115238189697e-01 5.643918514251708984e+00 1.134815812110900879e-01 2.301198720932006836e+00 1.355545735359191895e+01
1.118914932012557983e-01 2.301496505737304688e+00 1.134815812110900879e-01 2.301708698272705078e+00 2.140518665313720703e+00
1.118090972304344177e-01 2.301631689071655273e+00 1.134815812110900879e-01 2.301490545272827148e+00 1.913021326065063477e+00
1.107886880636215210e-01 2.301964759826660156e+00 1.134815812110900879e-01 2.301717042922973633e+00 1.851717710494995117e+00
1.109545975923538208e-01 2.301810026168823242e+00 1.134815812110900879e-01 2.302688121795654297e+00 1.823505163192749023e+00
1.112905517220497131e-01 2.301978826522827148e+00 1.028645932674407959e-01 2.302189588546752930e+00 1.885391473770141602e+00
1.099446415901184082e-01 2.302410364151000977e+00 1.134815812110900879e-01 2.302238702774047852e+00 2.108449697494506836e+00
1.103693395853042603e-01 2.302012920379638672e+00 1.134815812110900879e-01 2.301719427108764648e+00 2.031017065048217773e+00
1.102462112903594971e-01 2.302196502685546875e+00 1.028645932674407959e-01 2.303633213043212891e+00 2.034508228302001953e+00
1.105372980237007141e-01 2.302248239517211914e+00 1.134815812110900879e-01 2.303285837173461914e+00 2.062680482864379883e+00
1.097755730152130127e-01 2.302479505538940430e+00 1.134815812110900879e-01 2.301852464675903320e+00 2.043527364730834961e+00
1.102639436721801758e-01 2.302176237106323242e+00 1.134815812110900879e-01 2.302681922912597656e+00 1.906934976577758789e+00
1.106697618961334229e-01 2.302154302597045898e+00 1.028645932674407959e-01 2.301589965820312500e+00 1.933363199234008789e+00
1.097182631492614746e-01 2.302427530288696289e+00 9.575320035219192505e-02 2.302592039108276367e+00 2.080176115036010742e+00
1.100218221545219421e-01 2.302331924438476562e+00 1.134815812110900879e-01 2.301961898803710938e+00 1.923515081405639648e+00
1.097996309399604797e-01 2.302469253540039062e+00 9.575320035219192505e-02 2.304163932800292969e+00 1.889706850051879883e+00
