1.116995438933372498e-01 2.385168552398681641e+00 1.134815812110900879e-01 2.301553249359130859e+00 9.556452989578247070e+00
1.110275983810424805e-01 2.301749944686889648e+00 1.009615287184715271e-01 2.302213668823242188e+00 2.019953489303588867e+00
1.112822070717811584e-01 2.301839351654052734e+00 1.134815812110900879e-01 2.302528858184814453e+00 1.870152711868286133e+00
1.113238930702209473e-01 2.301678895950317383e+00 1.009615287184715271e-01 2.301397562026977539e+00 2.080107927322387695e+00
1.106604039669036865e-01 2.301939725875854492e+00 1.028645932674407959e-01 2.301504611968994141e+00 1.803473949432373047e+00
1.117371246218681335e-01 2.301766872406005859e+00 1.134815812110900879e-01 2.301473140716552734e+00 2.180983543395996094e+00
1.102096587419509888e-01 2.301992893218994141e+00 1.134815812110900879e-01 2.301204681396484375e+00 1.712781667709350586e+00
1.118080615997314453e-01 2.301719427108764648e+00 1.134815812110900879e-01 2.302318811416625977e+00 1.843709230422973633e+00
1.110568791627883911e-01 2.301724195480346680e+00 1.028645932674407959e-01 2.302546024322509766e+00 2.169831752777099609e+00
1.103807538747787476e-01 2.301913022994995117e+00 9.575320035219192505e-02 2.302022457122802734e+00 2.139076232910156250e+00
1.113406121730804443e-01 2.301920175552368164e+00 1.009615287184715271e-01 2.301772117614746094e+00 2.124342679977416992e+00
1.111277863383293152e-01 2.301982164382934570e+00 1.009615287184715271e-01 2.302078485488891602e+00 2.151603460311889648e+00
1.112613379955291748e-01 2.301854372024536133e+00 1.028645932674407959e-01 2.302153825759887695e+00 2.112329006195068359e+00
1.108272746205329895e-01 2.301913499832153320e+00 1.028645932674407959e-01 2.302601575851440430e+00 1.726487159729003906e+00
1.112321540713310242e-01 2.301933050155639648e+00 1.134815812110900879e-01 2.301761865615844727e+00 1.697964429855346680e+00
1.104475408792495728e-01 2.301860332489013672e+00 1.134815812110900879e-01 2.301701307296752930e+00 1.995636224746704102e+00
